,Unnamed: 0,title,artist,top genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,lyrics
10,11,Club Can't Handle Me (feat. David Guetta),Flo Rida,dance pop,2010,128,87,62,-4,6,47,235,3,3,73,"

[Intro/Hook: Flo Rida & Nicole Scherzinger]
You know I know how
To make 'em stop and stare as I zone out
The club can't even handle me right now
Watchin' you watchin' me, I go all out
The club can't even handle me right now
(Eh, yea-ei-yeaaah, eh, yea-ei-yeaaah, eh, yea-yeaaaah)
The club can't even handle me right now
(Eh, yea-ei-yeaaah, eh, yea-ei-yeaaah, eh, yea-yeaaaah)
Haha! Can't nothin' handle me right now!
I see you, D. Guetta, let's get 'em!

[Verse 1: Flo Rida]
Hey
I own the night and I don't need no help
Gotta be the feeling that Scarface felt
Stuntin' gone wild, can't handle this playa
Life of the club arrogant like, yeah
Talk like money, all the girls just melt
One too many, all on me like twelve
Look like cash and they all just stare
Bottles, models, standin' on chairs
Ball out 'cause that's the business
All out, it's so ridiculous
Zone out, so much attention
Scream out, I'm in the building - hey!
They watchin', I know this
I'm rockin', I'm rollin'
I'm holdin', I know it, you know it

[Hook: Flo Rida & Nicole Scherzinger]
You know I know how
To make 'em stop and stare as I zone out
The club can't even handle me right now
Watchin' you watchin' me, I go all out
The club can't even handle me right now
(Eh, yea-ei-yeaaah, eh, yea-ei-yeaaah, eh, yea-yeaaaah)
The club can't even handle me right now
(Eh, yea-ei-yeaaah, eh, yea-ei-yeaaah, eh, yea-yeaaaah)

[Verse 2: Flo Rida]
Hey
Still feelin' myself, I'm like outta control
Can't stop now, more shots, let's go
Ten more rounds, can I get a K.O.?
Paparazzi tryna make me pose
Came to party 'til I can't no more
Celebrate 'cause that's all I know
Tip the groupies takin' off they clothes
Grand finale like Super Bowl
Go hard, I run the show
That's right, wild out, got money to blow
More lights, more ice, when I walk in the door
No hype, do it big all over the globe
Yeah! I said it, go tell it
Confetti, who ready?
I'm ready! You ready? Let's get it!

[Hook: Flo Rida & Nicole Scherzinger]
You know I know how
To make 'em stop and stare as I zone out
The club can't even handle me right now
Watchin' you watchin' me, I go all out
The club can't even handle me right now
(Eh, yea-ei-yeaaah, eh, yea-ei-yeaaah, eh, yea-yeaaaah)
(Put your hands up!)
(Put your hands up!)
(Put your hands up!)
The club can't even handle me right now
(Eh, yea-ei-yeaaah, eh, yea-ei-yeaaah, eh, yea-yeaaaah)
(Put your hands up!)
(Put your hands up!)
(Put your hands up!)

[Bridge: Flo Rida]
You got me watchin' now (yeah)
Got my attention now (yeah)
Got everybody in the club wantin' to know now
I am a ladies' man, come and be my lady and
We can ball, so, ahh!
Bring ya body here, let me switch up ya atmosphere
Take you out of the club and up in my new Lear (yeah)
Fly you all around the world
Whatchu want, baby girl?
Are you ready to go, now?

[Hook: Flo Rida & Nicole Scherzinger]
You know I know how
To make 'em stop and stare as I zone out
The club can't even handle me right now
Watchin' you watchin' me, I go all out
The club can't even handle me right now
(Eh, yea-ei-yeaaah, eh, yea-ei-yeaaah, eh, yea-yeaaaah)
(Put your hands up!)
(Put your hands up!)
(Put your hands up!)
The club can't even handle me right now
(Eh, yea-ei-yeaaah, eh, yea-ei-yeaaah, eh, yea-yeaaaah)

[Outro: Flo Rida]
Put your hands up!
Let's celebrate now!
Put your hands up!
Put your hands up!
Let's celebrate now!
Put your hands up!
You know who shut 'em down!

"
11,12,Marry You,Bruno Mars,pop,2010,145,83,62,-5,10,48,230,33,4,73,"

[Chorus]
It's a beautiful night
We're looking for something dumb to do
Hey baby, I think I wanna marry you
Is it the look in your eyes, or is it this dancing juice?
Who cares baby, I think I wanna to marry you

[Verse 1]
Well, I know this little chapel on the boulevard we can go
No one will know
Oh, come on, girl
Who cares if we're trashed
Got a pocket full of cash we can blow
Shots of patron
And it's on, girl

[Pre-Chorus]
Don't say no, no, no, no, no
Just say yeah, yeah, yeah, yeah, yeah
And we'll go, go, go, go, go
If you're ready, like I'm ready

[Chorus]
Cause it's a beautiful night
We're looking for something dumb to do
Hey baby, I think I wanna marry you
Is it the look in your eyes, or is it this dancing juice?
Who cares baby, I think I wanna marry you, oh

[Verse 2]
I'll go get a ring, let the choir bells sing, like ooh
So what you wanna do?
Let's just run girl
If we wake up and you wanna break up, that's cool
No, I won't blame you
It was fun, girl

[Pre-Chorus]
Don't say no, no, no, no, no
Just say yeah, yeah, yeah, yeah, yeah
And we'll go, go, go, go, go
If you're ready, like I'm ready

[Chorus]
Cause it's a beautiful night
We're looking for something dumb to do
Hey baby, I think I wanna marry you
Is it the look in your eyes, or is it this dancing juice?
Who cares baby, I think I wanna marry you, oh

[Bridge]
Just say, ""I do...""
Tell me right now baby
Tell me right now baby, baby
Just say, ""I do...""
Tell me right now baby
Tell me right now baby, baby

[Chorus]
Oh, it's a beautiful night
We're looking for something dumb to do
Hey baby, I think I wanna marry you
Is it the look in your eyes, or is it this dancing juice?
Who cares baby, I think I wanna marry you

"
12,13,Cooler Than Me - Single Mix,Mike Posner,dance pop,2010,130,82,77,-5,70,63,213,18,5,73,"

[Chorus]
If I could write you a song to make you fall in love
I would already have you up under my arm
I used up all of my tricks, I hope that you like this
But you probably won't, you think you're cooler than me
You got designer shades just to hide your face
And you wear 'em around like you're cooler than me
And you never say hey or remember my name
And it's probably 'cause you think you're cooler than me

[Verse 1]
You got your high brow, shoes on your feet
And you wear 'em around like it ain't shit
But you don't know the way that you look
When your steps make that much noise, shh
I got you all figured out
You need everyone's eyes just to feel seen
Behind your make up
Nobody knows who you even are
Who do you think that you are?

[Chorus]
If I could write you a song to make you fall in love
I would already have you up under my arm
I used up all of my tricks, I hope that you like this
But, you probably won't, you think you're cooler than me
You got designer shades just to hide your face
And you wear 'em around like you're cooler than me
And you never say hey or remember my name
And it's probably 'cause you think you're cooler than me

[Verse 2]
You, you, you got your high brow, switch in your walk
And you don't even look when you pass by
But you don't know the way that you look
When your steps make that much noise, shh
See, I got you all figured out
You need everyone's eyes just to feel seen
Behind your make up
Nobody knows who you even are
Who do you think that you are?

[Bridge]
'Cause it sure seems (It sure seems) you got no doubts (No doubts)
But we all see (We all see) you got your head in the clouds

[Chorus]
If I could write you a song to make you fall in love
I would already have you up under my arm (Under my arm)
I used up all of my tricks, I hope that you like this
But you probably won't, you think you're cooler than me
You got designer shades just to hide your face
And you wear 'em around like you're cooler than me
And you never say hey or remember my name
And it's probably 'cause you think you're cooler than me

"
13,14,Telephone,Lady Gaga,dance pop,2010,122,83,83,-6,11,71,221,1,4,73,"

[Verse 1: Lady Gaga]
Hello, hello? Baby, you called, I can't hear a thing
I have got no service in the club, you say, say?
Wha-wha-what did you say, huh? You're breaking up on me
Sorry, I cannot hear you, I'm kind of busy
K-kind of busy, k-kind of busy
Sorry, I cannot hear you, I'm kind of busy

[Verse 2: Lady Gaga]
Just a second, it's my favorite song they're gonna play
And I cannot text you with a drink in my hand, eh
You should've made some plans with me, you knew that I was free
And now you won't stop calling me, I'm kind of busy

[Chorus: Lady Gaga]
Stop calling, stop calling, I don't wanna think anymore
I left my head and my heart on the dance floor
Stop calling, stop calling, I don't wanna talk anymore
I left my head and my heart on the dance floor

[Post-Chorus: Lady Gaga]
Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh
Stop telephoning me!
Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh (Stop telephoning me)
I'm busy!
Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh (I'm busy)
Stop telephoning me!
Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh (Stop telephoning me)

[Refrain: Lady Gaga]
Can call all you want but there's no one home
And you're not gonna reach my telephone
'Cause I'm out in the club and I'm sipping that bubb
And you're not gonna reach my telephone
Can call all you want but there's no one home
And you're not gonna reach my telephone
'Cause I'm out in the club and I'm sipping that bubb
And you're not gonna reach my telephone

[Verse 3: Beyonc?]
Boy, the way you blowing up my phone won't make me leave no faster
Put my coat on faster, leave my girls no faster
I should've left my phone at home 'cause this is a disaster
Callin' like a collector, sorry, I cannot answer

[Verse 4: Lady Gaga & Beyonc?, both]
It's not that I don't like you, I'm just at a party
And I am sick and tired of my phone r-ringing
Sometimes I feel like I live in Grand Central Station
Tonight, I'm not taking no calls 'cause I'll be dancing
'Cause I'll be dancing, 'cause I'll be dancing
Tonight I'm not taking no calls, 'cause I'll be dancing

[Chorus: Lady Gaga]
Stop calling, stop calling, I don't wanna think anymore
I left my head and my heart on the dance floor
Stop calling, stop calling, I don't wanna talk anymore
I left my head and my heart on the dance floor
Stop calling, stop calling, I don't wanna think anymore
I left my head and my heart on the dance floor
Stop calling, stop calling, I don't wanna talk anymore
I left my head and my heart on the dance floor

[Post-Chorus: Lady Gaga & Beyonc?]
Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh (Stop telephoning me)
Stop telephoning me!
Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh (I'm busy)
I'm busy!
Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh (Stop telephoning me)
Stop telephoning me!
Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh (I'm busy)

[Refrain: Lady Gaga]
Can call all you want but there's no one home
And you're not gonna reach my telephone
'Cause I'm out in the club and I'm sipping that bubb
And you're not gonna reach my telephone
Can call all you want but there's no one home
And you're not gonna reach my telephone
'Cause I'm out in the club and I'm sipping that bubb
And you're not gonna reach my telephone

[Outro]
My telephone, m-m-my telephone
'Cause I'm out in the club, and I'm sipping that bubb
And you're not gonna reach my telephone
My telephone, m-m-my telephone
'Cause I'm out in the club, and I'm sipping that bubb
And you're not gonna reach my telephone
We're sorry
The number you have reached is not in service at this time
Please check the number or try your call again

"
14,15,Like A G6,Far East Movement,dance pop,2010,125,84,44,-8,12,78,217,1,45,72,"

[Chorus: Dev]
Poppin bottles in the ice, like a blizzard
When we drink we do it right, gettin' slizard
Sippin sizzurp in my ride, like Three 6
Now I'm feelin' so fly like a G6
Like a G6, like a G6
Now I'm feelin' so fly like a G6
Like a G6, like a G6
Now I'm feelin' so fly like a G6

[Verse 1: Cataracs]
Gimme that Moet
Gimme that Cristal
Ladies love my style, at my table gettin wild
Get them bottles poppin', we get that drip and that drop
Now give me two more bottles cuz you know it don't stop

[Refrain: Cataracs]
Hell yeah, drink it up, drink-drink it up
When sober girls around me, they be actin' like they drunk
They be actin' like they drunk, actin'-actin' like they drunk
When sober girls around me, they be actin' like they drunk

[Chorus: Dev]
Poppin bottles in the ice, like a blizzard
When we drink we do it right, gettin' slizard
Sippin sizzurp in my ride, like Three 6
Now I'm feelin' so fly like a G6
Like a G6, like a G6
Now I'm feelin' so fly like a G6
Like a G6, like a G6
Now I'm feelin' so fly like a G6

[Verse 2: Cataracs]
Sippin on, sippin on sizz, I'ma ma-make it fizz
Girl I keep it gangsta, poppin' bottles at the crib
This is how we live, every single night
Take that bottle to the head, and let me see you fly

[Refrain: Cataracs]
Hell yeah, drink it up, drink-drink it up
When sober girls around me, they be actin' like they drunk
They be actin like they drunk, actin'-actin' like they drunk
When sober girls around me, they be actin' like they drunk

[Chorus: Dev]
Poppin bottles in the ice, like a blizzard
When we drink we do it right, gettin' slizard
Sippin sizzurp in my ride, like Three 6
Now I'm feelin' so fly like a G6
Like a G6, like a G6
Now I'm feelin' so fly like a G6
Like a G6, like a G6
Now I'm feelin' so fly like a G6

[Bridge: The Cataracs]
It's that 808 bump, make you put yo hands up
Make you put yo hands up, put yo, put yo hands up
(You can't touch this)
It's that 808 bump, make you put yo hands up
Make you put yo hands up, put yo, put yo hands up
(You can't touch this)
Hell yeah, make you put yo hands up
Make you put yo hands up, put yo, put yo put yo hands up
Hell yeah, make you put yo hands up
Make you put yo hands up, put yo, put yo put yo hands up


[Chorus: Dev]
Poppin bottles in the ice, like a blizzard
When we drink we do it right, gettin' slizard
Sippin sizzurp in my ride, like Three 6
Now I'm feelin' so fly like a G6
Like a G6, like a G6
Now I'm feelin' so fly like a G6
Like a G6, like a G6
Now I'm feelin' so fly like a G6

"
15,16,OMG (feat. will.i.am),Usher,atl hip hop,2010,130,75,78,-6,36,33,269,20,3,72,"

[Intro: will.i.am & Usher]
Oh my gosh
Baby let me
I did it again, so I'm gon' let the beat rock
Oh my

[Chorus: Usher]
Baby, let me love you down
There's so many ways to love you
Baby, I can break you down
There's so many ways to love you
Got me like, ""Oh my gosh"", I'm so in love
I found you finally, you make me want to say
Oh oh oh-oh oh, oh oh oh-oh oh
Oh oh oh-oh oh, oh oh, oh my gosh
(Oh oh oh-oh oh, oh oh oh-oh)

[Bridge: Usher]
You make me want to say
(Oh oh oh-oh oh, oh oh oh-oh)
Oh oh oh-oh oh, oh oh oh-oh

[Verse 1: Usher]
I fell in love with shawty when I seen her on the dance floor
(Oh oh oh-oh oh, oh oh oh-oh)
She was dancing sexy, pop-pop-popping, dropping, dropping low
(Oh oh oh-oh oh, oh oh oh-oh)
Never ever has a lady hit me on the first sight
(Oh oh oh-oh oh, oh oh oh-oh)
This was something special, this was just like dynamite
(Oh oh oh-oh oh, oh oh oh-oh)
Honey got a booty like pow, pow, pow
Honey got some boobies like wow, oh wow
Girl, you know I'm loving your, loving your style
Check, check, check, check, check, checking you out like

[Pre-Chorus: Usher]
Oh
She got it all
Sexy from her head to toe
And I want it all, it all, it all

[Chorus: Usher]
Baby, let me love you down
There's so many ways to love you
Baby, I can break you down
There's so many ways to love you
Got me like, ""Oh my gosh"", I'm so in love
I found you finally, you make me want to say
Oh oh oh-oh oh, oh oh oh-oh oh
Oh oh oh-oh oh, oh oh, oh my gosh
(Oh oh oh-oh oh, oh oh oh-oh)

[Bridge: Usher]
You make me want to say
(Oh oh oh-oh oh, oh oh oh-oh)
You make me want to say
(Oh oh oh-oh oh, oh oh oh-oh)
Oh oh oh-oh oh, oh oh oh-oh

[Verse 2: will.i.am]
Feel so hot for honey out of all the girls up in the club
(Oh oh oh-oh oh, oh oh oh-oh)
This one got me whipped just off of one look, yep, I fell in love
(Oh oh oh-oh oh, oh oh oh-oh)
This one something special, this one just like dynamite
(Oh oh oh-oh oh, oh oh oh-oh)
O-o-o-o-o-o-o-out of sight
Fell in love with honey like my, oh my
Honey looking wonderful, fly, so fly
Honey like a supermodel, my, oh my
Baby, how you do that, make a grown man cry?

[Pre-Chorus: Usher]
Oh
Baby, you got it all
Sexy from her head to toe
And I want it all, it all, it all

[Chorus: Usher]
So honey, let me love you down
There's so many ways to love you
Baby, I can break you down
There's so many ways to love you
Got me like, ""Oh my gosh"", I'm so in love
I found you finally, you make me want to say
Oh oh oh-oh oh, oh oh oh-oh oh
Oh oh oh-oh oh, oh oh, oh my gosh
(Oh oh oh-oh oh, oh oh oh-oh)

[Bridge: Usher]
Oh my gosh (Oh oh oh-oh oh, oh oh oh-oh)
Oh my (Oh oh oh-oh oh, oh oh oh-oh)
Oh my (Oh oh oh-oh oh, oh oh oh-oh)
Oh (Oh oh oh-oh oh, oh oh oh-oh)
Oh my gosh (Oh oh oh-oh oh, oh oh oh-oh)

[Outro: Usher & will.i.am]
Oh my gosh (Oh oh oh-oh oh, oh oh oh-oh)
I did it again, so I'm gon' let the beat rock
(Oh oh oh-oh oh, oh oh oh-oh)
Oh-oh-oh my, oh oh
(Oh oh oh-oh oh, oh oh oh-oh)
Oh my, my, my, my, my, my, oh my gosh
(Oh oh oh-oh oh, oh oh oh-oh)
Oh-oh-oh my, oh oh
(Oh oh oh-oh oh, oh oh oh-oh)
Oh my, my, my, my, my, my, oh my gosh
(Oh oh oh-oh oh, oh oh oh-oh)
Oh-oh-oh my, oh oh
Oh my, my, my, my, my, my, oh my gosh
(Oh oh oh-oh oh, oh oh oh-oh)

"
16,17,Eenie Meenie,Sean Kingston,dance pop,2010,121,61,72,-4,11,83,202,5,3,71,"

[Intro: Sean Kingston]
Eenie meenie miney mo
Catch a bad chick by her toe
If she holla let her go

[Verse 1: Sean Kingston]
She's indecisive, she can't decide
She keeps on looking from left to right
Girl, come a bit closer, look in my eyes
Searching is so wrong, I'm Mr. Right

[Pre-Chorus: Sean Kingston]
You seem like the type to love 'em and leave 'em
And disappear right after this song
So give me the night to show you, hold you
Don't leave me out here dancing alone

[Chorus: Sean Kingston]
You can't make up your mind, mind, mind, mind, mind
Please don't waste my time, time, time, time, time
I'm not tryna rewind, wind, wind, wind, wind
I wish our hearts could come together as one
Cause shorty is a eenie meenie miney mo lover
Shorty is a eenie meenie miney mo lover
Shorty is a eenie meenie miney mo lover
Shorty is a eenie meenie miney mo lover, oh

[Verse 2: Justin Bieber]
Let me show you what you're missing, paradise
With me you're winning girl, you don't have to roll the dice
Tell me what you're really here for
Them other guys? I can see right through ya

[Pre-Chorus: Justin Bieber]
You seem like the type to love 'em and leave 'em
And disappear right after the song
So give me the night to show you, hold you
Don't leave me out here dancing alone

[Chorus: Justin Bieber]
Can't make up your mind, mind, mind, mind, mind
Please don't waste my time, time, time, time, time
Not tryna rewind, wind, wind, wind, wind
I wish our hearts could come together as one
Cause shorty is a eenie meenie miney mo lover
Shorty is a eenie meenie miney mo lover
Shorty is a eenie meenie miney mo lover
Shorty is a eenie meenie miney mo lover, oh

[Bridge: Sean Kingston & Justin Bieber]
Eenie meenie miney moe, catch a bad chick by her toe
If she holla, if, if, if she holla let her go
Eenie meenie miney moe, catch a bad chick by her toe
If she holla, la, la, la she holla let her go
Shorty is a eenie meenie miney mo lover
Shorty is a eenie meenie miney mo lover
Shorty is a eenie meenie miney mo lover
Shorty is a eenie meenie miney mo lover

[Chorus: Sean Kingston & Justin Bieber]
You can't make up your mind, mind, mind, mind, mind
Please don't waste my time, time, time, time, time
I'm not tryna rewind, wind, wind, wind, wind
I wish our hearts could come together as one
Cause shorty is a eenie meenie miney mo lover
Shorty is a eenie meenie miney mo lover
Shorty is a eenie meenie miney mo lover
Shorty is a eenie meenie miney mo lover

"
17,18,The Time (Dirty Bit),The Black Eyed Peas,dance pop,2010,128,81,82,-8,60,44,308,7,7,70,
18,19,Alejandro,Lady Gaga,dance pop,2010,99,80,63,-7,36,37,274,0,5,69,"

[Intro]
I know that we are young, and I know that you may love me
But I just can't be with you like this anymore
Alejandro...

[Verse 1]
She's got both hands in her pocket
And she won't look at you, won't look at you
She hides true love, en su bolsillo
She's got a halo around her finger, around you

[Pre-Chorus]
You know that I love you, boy
Hot, like Mexico, rejoice
At this point, I've gotta choose
Nothing to lose

[Chorus]
Don't call my name, don't call my name, Alejandro
I'm not your babe, I'm not your babe, Fernando
Don't wanna kiss, don't wanna touch
Just smoke my cigarette and hush
Don't call my name, don't call my name, Roberto
Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro
Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro

[Interlude]
Stop, please, just let me go
Alejandro, just let me go

[Verse 2]
She's not broken
She's just a baby
But her boyfriend's like her dad, just like her dad
And all those flames that burned before him
Now he's gotta firefight, gotta cool the bad

[Pre-Chorus]
You know that I love you, boy
Hot, like Mexico, rejoice
At this point, I've gotta choose
Nothing to lose

[Chorus]
Don't call my name, don't call my name, Alejandro
I'm not your babe, I'm not your babe, Fernando
Don't wanna kiss, don't wanna touch
Just smoke my cigarette and hush
Don't call my name, don't call my name, Roberto
Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro
Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro

[Bridge]
Don't bother me, don't bother me
Alejandro
Don't call my name, don't call my name
Bye, Fernando
I'm not your babe, I'm not your babe
Alejandro
Don't wanna kiss
Don't wanna touch
Fernando
Don't call my name, don't call my name
Alejandro
I'm not your babe, I'm not your babe
Fernando
Don't wanna kiss, don't wanna touch
Just smoke my cigarette and hush
Don't call my name, don't call my name
Roberto

[Outro]
Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro
Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro
(Don't call my name, don't call my name) Alejandro, Alejandro
(I'm not your babe, I'm not your babe) Ale-Alejandro, Ale-Alejandro (Fernando)
(Don't wanna kiss, don't wanna touch) Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro (Just smoke my cigarette and hush)
(Don't call my name, don't call my name) Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro (Roberto)
Alejandro

"
19,20,Your Love Is My Drug,Kesha,dance pop,2010,120,61,83,-4,9,76,187,1,10,69,"

[Verse 1]
Maybe I need some rehab
Or maybe just need some sleep
I got a sick obsession
I'm seeing it in my dreams
I'm looking down every alley
I'm making those desperate calls
I'm staying up all night hoping
Hitting my head against the wall

[Pre-Chorus]
What you've got, boy, is hard to find
I think about it all the time
I'm all strung out, my heart is fried
I just can't get you off my mind

[Chorus]
Because your love, your love, your love is my drug
Your love, your love, your love
I said your love, your love, your love is my drug
Your love, your love, your love

[Verse 2]
Won't listen to any advice
Momma's telling me I should think twice
Better left to my own devices
I'm addicted, it's a crisis
My friends think I've gone crazy
My judgment's getting kinda hazy
My steeze is gonna be affected
If I keep it up like a lovesick crackhead

[Pre-Chorus]
What you've got, boy, is hard to find
I think about it all the time
I'm all strung out, my heart is fried
I just can't get you off my mind

[Chorus]
Because your love, your love, your love is my drug
Your love, your love, your love
I said your love, your love, your love is my drug
Your love, your love, your love

[Bridge]
I don't care what people say
The rush is worth the price I pay
I get so high when you're with me
But crash and crave you when you leave

[Verse 3]
Hey, so I got a question
Do you wanna have a slumber party in my basement?
Do I make your heart beat like an 808 drum?
Is my love your drug? Your drug
Huh, your drug
Huh, your drug
Is my love your drug?

[Chorus]
Because your love, your love, your love is my drug
Your love, your love, your love
I said your love, your love, your love is my drug
Your love, your love, your love
Because your love, your love, your love is my drug
Your love, your love, your love
I said your love, your love, your love is my drug
Your love, your love, your love

[Outro]
Hey
Hey, so...
Your love, your love, your love, your love is my drug
I like your beard

"
20,21,Meet Me Halfway,The Black Eyed Peas,dance pop,2010,130,63,80,-7,32,40,284,0,7,68,"

[Intro: Fergie]
Ooh, I can't go any further than this
Ooh, I want you so badly, it's my biggest wish

[Verse 1: apl.de.ap]
Cool, I spend my time just thinking
Thinking, thinking 'bout you
Every single day, yes, I'm really missing, missing you
And all those things we used to
Used to, used to, used to do
Hey girl, what's up, it used, to used to be just me and you
I spend my time just thinking, thinking, thinking 'bout you
Every single day, yes, I'm really missing, missing you
And all those things we used to
Used to, used to, used to do
Hey girl, what's up yo, what's up, what's up

[Chorus: Fergie]
Can you meet me halfway? Right at the borderline
That's where I'm gonna wait for you
I'll be looking out, night and day
Took my heart to the limit, and this is where I'll stay
I can't go any further than this
I want you so bad, it's my only wish

[Verse 2: will.i.am]
Girl, I travel 'round the world and even sail the seven seas
Across the universe and go to other galaxies
Just tell me where to go, just tell me where you wanna meet
I navigate myself, myself to take me where you be
Cause girl I want, I, I, I want you right now
I travel uptown, town I travel downtown
Wanna have you around, 'round like every single day
I love you always, ways I'll meet you halfway

[Chorus: Fergie]
Can you meet me halfway? Right at the borderline
That's where I'm gonna wait for you
I'll be looking out, night and day
Took my heart to the limit, and this is where I'll stay
I can't go any further than this
I want you so bad, it's my only wish
I can't go any further than this
I want you so bad, it's my only wish

[Bridge: Taboo]
Let's cross the bridge to the other side
Just you and I (Just you and I)
I will fly, fly the skies
For you and I (For you and I)
I will try until I die
For you and I (For you and I)
For, for, for you and I
For, for, for, for you and I
For, for you and I (For you and I)

[Breakdown: Fergie]
Can you meet me halfway?
Can you meet me halfway?
Can you meet me halfway?
Can you meet me halfway?

[Chorus: Fergie]
Meet me halfway
Right at the borderline
That's where I'm gonna wait for you
I'll be looking out, night and day
Took my heart to the limit, and this is where I'll stay
I can't go any further than this
I want you so bad, it's my only wish
I can't go any further than this
I want you so bad, it's my only wish

"
